2025-03-12T16:28:00Z	debug	config: &{Service:{Name:user Hostname:user APIBindAddress:0.0.0.0 APIPort:7778} Registry:{RegistryService:{Address:consul:8500 Tags:[]}} Database:{MigrationPath:/usr/src/app/user/migrations User:postgres Password:postgres Host:letslive_user_db Port:5432 Name:letslive_user Params:[sslmode=disable] ConnectionString:postgres://postgres:postgres@letslive_user_db:5432/letslive_user?sslmode=disable} MinIO:{Host:minio Port:9000 AccessKey:minioadmin SecretKey:minioadmin ReturnURL:http://localhost:8000/files}}
2025-03-12T16:28:05Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:28:06Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:28:20Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:28:21Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:28:35Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:28:36Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:28:50Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:28:51Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:29:05Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:29:06Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:29:20Z	info	success api call	{"duration": 13, "method": "GET", "remote#addr": "172.18.0.1", "response#bytes": 1416, "response#status": 200, "uri": "/v1/users?page=0"}
2025-03-12T16:29:20Z	info	success api call	{"duration": 15, "method": "GET", "remote#addr": "172.18.0.1", "response#bytes": 653, "response#status": 200, "uri": "/v1/user/me"}
2025-03-12T16:29:20Z	info	success api call	{"duration": 5, "method": "GET", "remote#addr": "172.18.0.1", "response#bytes": 427, "response#status": 200, "uri": "/v1/user/9d10a333-8be1-4355-9c75-360f5c20e9e3"}
2025-03-12T16:29:20Z	info	success api call	{"duration": 6, "method": "GET", "remote#addr": "172.18.0.1", "response#bytes": 427, "response#status": 200, "uri": "/v1/user/9d10a333-8be1-4355-9c75-360f5c20e9e3"}
2025-03-12T16:29:20Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:29:21Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:29:35Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:29:36Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:29:43Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.1", "response#bytes": 653, "response#status": 200, "uri": "/v1/user/me"}
2025-03-12T16:29:43Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.1", "response#bytes": 1416, "response#status": 200, "uri": "/v1/users?page=0"}
2025-03-12T16:29:43Z	info	success api call	{"duration": 1, "method": "GET", "remote#addr": "172.18.0.1", "response#bytes": 427, "response#status": 200, "uri": "/v1/user/9d10a333-8be1-4355-9c75-360f5c20e9e3"}
2025-03-12T16:29:43Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.1", "response#bytes": 427, "response#status": 200, "uri": "/v1/user/9d10a333-8be1-4355-9c75-360f5c20e9e3"}
2025-03-12T16:29:50Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:29:51Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:30:05Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:30:06Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:30:18Z	info	success api call	{"duration": 1, "method": "GET", "remote#addr": "172.18.0.1", "response#bytes": 653, "response#status": 200, "uri": "/v1/user/me"}
2025-03-12T16:30:18Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.1", "response#bytes": 1416, "response#status": 200, "uri": "/v1/users?page=0"}
2025-03-12T16:30:18Z	info	success api call	{"duration": 1, "method": "GET", "remote#addr": "172.18.0.1", "response#bytes": 427, "response#status": 200, "uri": "/v1/user/9d10a333-8be1-4355-9c75-360f5c20e9e3"}
2025-03-12T16:30:18Z	info	success api call	{"duration": 1, "method": "GET", "remote#addr": "172.18.0.1", "response#bytes": 427, "response#status": 200, "uri": "/v1/user/9d10a333-8be1-4355-9c75-360f5c20e9e3"}
2025-03-12T16:30:20Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:30:21Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:30:35Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:30:36Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:30:50Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:30:51Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:31:05Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:31:06Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:31:20Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:31:21Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:31:35Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:31:36Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:31:50Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:31:51Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:32:05Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:32:06Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:32:20Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:32:21Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:32:35Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:32:36Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:32:50Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:32:51Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:33:05Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:33:06Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:33:20Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:33:21Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:33:35Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:33:36Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:33:50Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:33:51Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:34:05Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:34:06Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:34:20Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:34:21Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:34:35Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:34:36Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:34:50Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:34:51Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:35:05Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:35:06Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:35:20Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:35:21Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:35:35Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:35:36Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:35:50Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:35:51Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:36:05Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:36:06Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:36:20Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:36:21Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:36:35Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:36:36Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:36:50Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:36:51Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:37:05Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:37:06Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:37:20Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:37:21Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:37:35Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:37:36Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:37:50Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:37:51Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:38:05Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:38:06Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:38:20Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:38:21Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:38:35Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:38:36Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:38:50Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:38:51Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:39:05Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:39:06Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
2025-03-12T16:39:20Z	info	success api call	{"duration": 0, "method": "GET", "remote#addr": "172.18.0.6", "response#bytes": 0, "response#status": 200, "uri": "/v1/health"}
